,feature,gain,split
93,ptt_min,8.233800345831025,258
21,po2_max,7.374104174712883,254
70,neutrophils_min,5.211298366004958,117
86,magnesium_min,3.526814705441595,194
18,resprate_mean,2.5980399390220397,252
33,hematocrit_max,2.234570812798734,200
44,creatine_kinase_max,2.0389848807190725,76
32,neutrophils_max,1.9600629475804856,95
29,serum_rbc_max,1.7225853548260948,156
34,urine_ph_max,1.694452504885192,80
80,bun_min,1.64403843140433,177
108,neutrophils_mean,1.495959643447703,43
97,po2_mean,1.4895412924338587,104
82,creatine_kinase_min,1.4716238179896304,100
28,hemoglobin_max,1.4547697552338719,92
126,sodium_mean,1.348390267856197,143
68,serum_wbc_min,1.327867381167318,171
31,plt_max,1.3108514069313366,159
107,plt_mean,1.0947275216260797,138
24,lactate_max,1.071118137718783,99
62,lactate_min,1.011662919507852,97
88,sodium_min,0.9975987484194827,105
12,tempc_min,0.969199755041868,148
124,magnesium_mean,0.9523695709104257,131
118,bun_mean,0.9454743522237757,104
38,serum_albumin_max,0.9442697005243555,95
100,lactate_mean,0.9425452441948305,95
20,spo2_mean,0.940854027915155,180
11,resprate_min,0.8921199374144584,108
94,pt_min,0.8457111545759711,114
19,tempc_mean,0.8407508089983716,139
73,urine_specific_gravity_min,0.8139412701488217,101
101,be_mean,0.7805185511496394,103
58,fibrinogen_max,0.7800201532944534,77
79,glucose_min,0.7577779349404777,140
117,glucose_mean,0.7560537242610079,130
3,meanbp_max,0.756046931300375,125
5,tempc_max,0.7538961259171051,133
69,plt_min,0.7474477541881754,123
30,serum_wbc_max,0.7328979947472597,118
16,diasbp_mean,0.7227143780682889,120
122,calcium_mean,0.7130002612735098,120
71,hematocrit_min,0.6997305086906936,109
123,phosphate_mean,0.6994658379209232,117
14,heartrate_mean,0.6905635454969727,122
125,potassium_mean,0.6869697856426337,124
99,arterial_ph_mean,0.6679409881561499,97
47,phosphate_max,0.6298086545821588,108
42,bun_max,0.5972982613184943,70
105,serum_rbc_mean,0.5962662171892024,76
1,sysbp_max,0.5955495476455861,91
132,pt_mean,0.5888122316495279,92
7,heartrate_min,0.5859109074983422,94
41,glucose_max,0.5828442863500785,107
120,creatine_kinase_mean,0.5777585554340708,45
119,creatinine_mean,0.5609005492583193,94
23,arterial_ph_max,0.5511575464838319,80
85,phosphate_min,0.53842753442066,83
59,po2_min,0.5336430853830628,107
0,heartrate_max,0.5305148003836573,90
2,diasbp_max,0.5176991789679134,86
131,ptt_mean,0.5063554934364519,81
106,serum_wbc_mean,0.5015593739998462,85
55,ptt_max,0.497199928336769,88
67,serum_rbc_min,0.4725581696833003,88
51,chloride_max,0.4656130811232825,73
49,potassium_max,0.46109672770372817,82
98,pco2_mean,0.45966028722459257,87
46,calcium_max,0.45118815758005865,79
127,chloride_mean,0.4454979882923881,85
76,serum_albumin_min,0.4444871976551215,52
92,ck_mb_min,0.43550007044714106,51
75,ast_min,0.4309074093496837,44
103,total_co2_mean,0.42134992643041375,73
4,resprate_max,0.412604729238129,73
43,creatinine_max,0.40694337158419497,57
15,sysbp_mean,0.39667614933077294,70
17,meanbp_mean,0.39392629019421455,76
27,total_co2_max,0.388645539378192,65
8,sysbp_min,0.3726013511074058,76
56,pt_max,0.36739101130587704,64
114,serum_albumin_mean,0.36544819304493076,40
10,meanbp_min,0.3617681671952082,68
61,arterial_ph_min,0.35682925463631304,64
84,calcium_min,0.35380165141905684,67
35,urine_specific_gravity_max,0.3526839896460753,44
57,inr_max,0.345070415441023,53
89,chloride_min,0.3443306260816569,51
45,ld_max,0.30430701573959107,40
9,diasbp_min,0.2935924259524704,54
37,ast_max,0.2907112627843896,43
54,ck_mb_max,0.28769578803326007,32
13,spo2_min,0.28220217579140294,56
104,hemoglobin_mean,0.2648386036438906,44
22,pco2_max,0.2641259717032521,53
36,alt_max,0.25994297524141,33
96,fibrinogen_min,0.25858526128809173,32
109,hematocrit_mean,0.2534364557632963,48
113,ast_mean,0.25110258395901724,26
48,magnesium_max,0.24928208106174507,45
111,urine_specific_gravity_mean,0.24205200832247892,22
87,potassium_min,0.24184456976722055,46
133,inr_mean,0.23485192010174538,41
60,pco2_min,0.2322203193685219,50
50,sodium_max,0.231700031044208,39
102,sao2_mean,0.22273286021373553,38
26,sao2_max,0.21620776229389746,27
74,alt_min,0.21597917631810212,31
66,hemoglobin_min,0.21327065683105031,41
90,amylase_min,0.19475602375347456,26
121,ld_mean,0.18384292007973851,16
81,creatinine_min,0.17838834995702543,30
52,amylase_max,0.17632906061102568,23
110,urine_ph_mean,0.1738079153801519,26
40,alp_max,0.17184706195125038,30
83,ld_min,0.16092203469107103,30
130,ck_mb_mean,0.15881515837269736,25
77,troponin_t_min,0.15822279132011904,29
64,sao2_min,0.15478904688388948,28
129,lipase_mean,0.15049174047504557,31
25,be_max,0.13451715384122132,27
91,lipase_min,0.12956598934021635,25
115,troponin_t_mean,0.11467860736713659,10
53,lipase_max,0.11223303382330325,20
95,inr_min,0.10013139960332097,19
63,be_min,0.09450219044961888,18
72,urine_ph_min,0.09121599446850392,11
116,alp_mean,0.08665010011368221,14
78,alp_min,0.08559351941535173,16
134,fibrinogen_mean,0.08288710319983221,17
65,total_co2_min,0.078071188891208,14
112,alt_mean,0.06245611827362735,14
39,troponin_t_max,0.04150703332998775,7
6,spo2_max,0.03957648235999709,7
128,amylase_mean,0.030090516839772107,6
