,feature,gain,split
21,po2_max,7.668844403423729,198
93,ptt_min,7.4767190881372985,171
70,neutrophils_min,4.662857459393249,90
86,magnesium_min,3.639273538225505,150
108,neutrophils_mean,3.4623467784226865,48
18,resprate_mean,2.818325970210358,195
33,hematocrit_max,2.584706939961742,153
97,po2_mean,1.8375425775367695,79
44,creatine_kinase_max,1.7946896847583622,59
82,creatine_kinase_min,1.7920807634429199,87
32,neutrophils_max,1.7302913293649695,70
29,serum_rbc_max,1.7254131069115963,140
80,bun_min,1.5249479726697943,120
118,bun_mean,1.4949262789827402,120
28,hemoglobin_max,1.4102813358856696,70
34,urine_ph_max,1.4088617760174578,54
68,serum_wbc_min,1.3528843885194377,149
124,magnesium_mean,1.3400146379991782,122
31,plt_max,1.3059462306779357,121
126,sodium_mean,1.2166435860271285,120
107,plt_mean,1.1291672820224181,113
100,lactate_mean,1.123851619525275,81
88,sodium_min,1.1003861725132116,85
24,lactate_max,1.0820326574299082,78
120,creatine_kinase_mean,1.0565313604604734,49
94,pt_min,0.9510535626405094,96
62,lactate_min,0.8853657330436825,61
58,fibrinogen_max,0.8323142351941826,62
11,resprate_min,0.8067697948162311,81
5,tempc_max,0.8030834626517143,121
12,tempc_min,0.7613746814162542,84
73,urine_specific_gravity_min,0.7175230056166685,71
99,arterial_ph_mean,0.7168510557297653,86
20,spo2_mean,0.7085132777705213,114
38,serum_albumin_max,0.7021466797648753,62
19,tempc_mean,0.6997509909743624,106
131,ptt_mean,0.6801781389990058,75
57,inr_max,0.6252986748080048,33
114,serum_albumin_mean,0.62047890468339,48
69,plt_min,0.6176360242129287,85
3,meanbp_max,0.6071102727606704,88
14,heartrate_mean,0.6021502003561011,93
117,glucose_mean,0.6002326553072881,94
72,urine_ph_min,0.594414149021716,29
30,serum_wbc_max,0.5855192193775769,83
42,bun_max,0.5793447930455027,60
123,phosphate_mean,0.5788353065791766,81
133,inr_mean,0.5412840180302741,34
119,creatinine_mean,0.5412702981304702,78
122,calcium_mean,0.5372127690847733,86
76,serum_albumin_min,0.5334441556859425,47
92,ck_mb_min,0.5290470121793591,43
23,arterial_ph_max,0.5278235438985805,65
71,hematocrit_min,0.5127921992912503,62
55,ptt_max,0.51020843458763,77
101,be_mean,0.5042084765079456,56
61,arterial_ph_min,0.5025616852276014,48
16,diasbp_mean,0.496841452152747,74
79,glucose_min,0.48367396736704243,72
105,serum_rbc_mean,0.48261958509603514,59
1,sysbp_max,0.4766625525892517,65
46,calcium_max,0.4761511165927968,60
106,serum_wbc_mean,0.4604219789281402,62
2,diasbp_max,0.45571533936137404,57
4,resprate_max,0.45119310321904244,61
41,glucose_max,0.4470140587760268,72
75,ast_min,0.44402263575233886,39
125,potassium_mean,0.43078691765367233,60
47,phosphate_max,0.42856479026559924,60
103,total_co2_mean,0.4278104616396949,43
35,urine_specific_gravity_max,0.4266165613533108,36
0,heartrate_max,0.4247493468390482,55
7,heartrate_min,0.4207999506522521,64
95,inr_min,0.4152383936131928,20
127,chloride_mean,0.4131223452053579,65
43,creatinine_max,0.40333753762640034,46
27,total_co2_max,0.392363193800315,60
98,pco2_mean,0.39052143187411664,58
85,phosphate_min,0.38252995855800426,53
37,ast_max,0.3771742881405964,39
59,po2_min,0.3763555149552816,59
67,serum_rbc_min,0.36872938538081756,44
45,ld_max,0.36844588587374044,32
56,pt_max,0.3586672037791566,58
84,calcium_min,0.3561485633497011,50
89,chloride_min,0.35511564579752447,39
134,fibrinogen_mean,0.3451632200126303,21
113,ast_mean,0.3421506072317186,31
132,pt_mean,0.34096817441440486,41
51,chloride_max,0.33895051105379487,47
22,pco2_max,0.3383884268072694,50
9,diasbp_min,0.33546473572438323,47
49,potassium_max,0.3118490039170044,42
111,urine_specific_gravity_mean,0.30860005925966927,29
109,hematocrit_mean,0.3069231440230281,43
104,hemoglobin_mean,0.305679845656082,37
10,meanbp_min,0.29881387002883,47
110,urine_ph_mean,0.27933894730050585,19
54,ck_mb_max,0.2599190148001673,30
66,hemoglobin_min,0.25426863694943486,32
48,magnesium_max,0.24281425484384217,35
15,sysbp_mean,0.24047676266376736,37
8,sysbp_min,0.23927065818834103,38
50,sodium_max,0.23363321573128734,33
17,meanbp_mean,0.21518466836101582,39
13,spo2_min,0.2122006800898396,39
130,ck_mb_mean,0.21082785121486003,23
60,pco2_min,0.20868200775795076,36
25,be_max,0.2021039832782703,26
77,troponin_t_min,0.1965283705883378,26
96,fibrinogen_min,0.19020103412108344,22
64,sao2_min,0.18512599334426988,25
81,creatinine_min,0.1794581472591355,24
74,alt_min,0.17924692505379708,22
121,ld_mean,0.17292817032750904,21
90,amylase_min,0.1560207231021638,15
63,be_min,0.1497581183138193,19
26,sao2_max,0.14577496344398436,13
36,alt_max,0.14575792757966433,18
65,total_co2_min,0.1391016643246455,18
112,alt_mean,0.1375887618749661,17
87,potassium_min,0.13279336445991674,21
129,lipase_mean,0.12359058329170682,20
102,sao2_mean,0.11757250834198199,21
78,alp_min,0.11754044572519527,22
83,ld_min,0.11606664692233758,16
116,alp_mean,0.09658951322893938,17
52,amylase_max,0.0865228925472556,9
53,lipase_max,0.08575538911381057,14
40,alp_max,0.0844887222309043,15
115,troponin_t_mean,0.06831384136633148,7
91,lipase_min,0.05984531783445345,15
6,spo2_max,0.049102854727392065,7
39,troponin_t_max,0.04641942654597707,6
128,amylase_mean,0.019477898915978814,2
