,feature,gain,split
21,po2_max,7.1890295601942205,188
93,ptt_min,5.474620216257771,186
70,neutrophils_min,4.12416801069587,116
86,magnesium_min,3.000905119420837,156
82,creatine_kinase_min,2.9808945910268627,134
32,neutrophils_max,2.770129139133945,92
108,neutrophils_mean,2.5606811344291334,61
18,resprate_mean,2.4017499294846942,241
29,serum_rbc_max,2.02147877169304,159
80,bun_min,1.8005337799031236,157
33,hematocrit_max,1.7366564427331888,157
118,bun_mean,1.507273362075354,143
97,po2_mean,1.4506376978000814,120
124,magnesium_mean,1.444092354717327,145
62,lactate_min,1.4253786995535114,77
31,plt_max,1.4189749977674098,146
68,serum_wbc_min,1.298710512060548,166
105,serum_rbc_mean,1.1607658047099139,96
12,tempc_min,1.1580049541058994,170
126,sodium_mean,1.1466656325761408,119
72,urine_ph_min,1.0505920198659886,49
11,resprate_min,1.0176640023523063,127
107,plt_mean,1.0151287286294302,120
44,creatine_kinase_max,0.9948027333656236,91
19,tempc_mean,0.9676807113292791,164
28,hemoglobin_max,0.9640229608589022,90
94,pt_min,0.9619858090539829,127
34,urine_ph_max,0.9554908018965488,57
24,lactate_max,0.948437773538042,110
88,sodium_min,0.9292724370718993,88
125,potassium_mean,0.8378512769905703,140
100,lactate_mean,0.8263314051647085,80
114,serum_albumin_mean,0.8239394092324104,68
20,spo2_mean,0.8217461160077015,160
69,plt_min,0.8001219072215711,111
120,creatine_kinase_mean,0.7922117741746868,50
55,ptt_max,0.7752118384968169,120
99,arterial_ph_mean,0.7466292146911822,113
41,glucose_max,0.7419752648983582,119
131,ptt_mean,0.7360854351705404,108
122,calcium_mean,0.7335218061613098,123
42,bun_max,0.6888151541110982,69
117,glucose_mean,0.6746798026101056,111
23,arterial_ph_max,0.6717388015684971,88
71,hematocrit_min,0.6673531663690913,97
3,meanbp_max,0.6506913684360968,117
14,heartrate_mean,0.6455224613092272,110
84,calcium_min,0.6391335228096008,108
38,serum_albumin_max,0.6242109162578939,68
5,tempc_max,0.6153963274610014,110
123,phosphate_mean,0.5942455907059058,108
103,total_co2_mean,0.5738056083100311,92
59,po2_min,0.5708680733906373,95
127,chloride_mean,0.570211839430622,104
57,inr_max,0.5637860236731611,42
0,heartrate_max,0.5634004895558288,100
47,phosphate_max,0.5484100796685544,93
49,potassium_max,0.5430775809057313,79
15,sysbp_mean,0.5401135531933553,98
30,serum_wbc_max,0.5363354789741079,94
2,diasbp_max,0.535377335164321,107
9,diasbp_min,0.5340065350501465,84
79,glucose_min,0.5290281511426715,96
85,phosphate_min,0.5031661078140828,84
16,diasbp_mean,0.5000424097416325,94
133,inr_mean,0.49457339874983475,39
119,creatinine_mean,0.49341761414211704,80
73,urine_specific_gravity_min,0.4917194660146071,69
43,creatinine_max,0.4853662620871617,64
56,pt_max,0.47993491222702844,88
7,heartrate_min,0.47625133760170196,96
132,pt_mean,0.4756491881625296,80
66,hemoglobin_min,0.46364545942476687,66
61,arterial_ph_min,0.46112015692645947,57
67,serum_rbc_min,0.46065104530844087,74
13,spo2_min,0.4296620858553236,82
37,ast_max,0.42862117753963996,53
98,pco2_mean,0.4271069280985684,73
8,sysbp_min,0.4258613217977411,79
35,urine_specific_gravity_max,0.4249634200663655,43
106,serum_wbc_mean,0.42077229675645433,72
46,calcium_max,0.4175423945443986,77
75,ast_min,0.41093205001307026,56
10,meanbp_min,0.3979554045067267,76
89,chloride_min,0.3931351407189096,72
58,fibrinogen_max,0.37774388415106136,37
17,meanbp_mean,0.37627692038813254,69
50,sodium_max,0.36817635311411945,54
1,sysbp_max,0.34710185454586734,69
101,be_mean,0.3452332931976212,52
4,resprate_max,0.3433555621445511,52
60,pco2_min,0.33928713750176787,60
51,chloride_max,0.3282110243438355,58
48,magnesium_max,0.3278224779405765,50
109,hematocrit_mean,0.3053862734564858,54
26,sao2_max,0.28966945485681983,38
76,serum_albumin_min,0.2788649745909825,32
27,total_co2_max,0.2779690250732689,50
77,troponin_t_min,0.2720981541995107,29
64,sao2_min,0.25400084081719565,40
45,ld_max,0.25139777717519407,37
113,ast_mean,0.2327105523329687,29
104,hemoglobin_mean,0.23114046133715707,42
87,potassium_min,0.2300977394097119,49
36,alt_max,0.22828903258843997,35
102,sao2_mean,0.22516717170186137,37
22,pco2_max,0.22019484987680896,41
81,creatinine_min,0.22016825065365306,37
95,inr_min,0.2070970879421416,33
134,fibrinogen_mean,0.19937204951710374,22
96,fibrinogen_min,0.19608421607878315,28
110,urine_ph_mean,0.1955833735698449,12
74,alt_min,0.19203514564175359,25
90,amylase_min,0.1812864146102808,26
83,ld_min,0.17589729010687755,30
25,be_max,0.1750255697128878,25
54,ck_mb_max,0.17109218589326064,23
63,be_min,0.1690982043162065,25
129,lipase_mean,0.16426449652538683,31
121,ld_mean,0.15663156506076195,26
111,urine_specific_gravity_mean,0.15469109941781473,24
112,alt_mean,0.15243180613829277,22
65,total_co2_min,0.14395426145557194,22
78,alp_min,0.14132230455215541,25
92,ck_mb_min,0.13995418217955038,22
116,alp_mean,0.11366666616958622,17
40,alp_max,0.10568741247972688,29
115,troponin_t_mean,0.10183064878219521,18
128,amylase_mean,0.09377441435569084,15
91,lipase_min,0.09372947142407882,18
130,ck_mb_mean,0.09312863655355703,18
52,amylase_max,0.08722091594820472,15
39,troponin_t_max,0.07381712476135764,15
53,lipase_max,0.049118677252545866,12
6,spo2_max,0.047490139450813484,8
