,feature,gain,split
21,po2_max,7.43834120019631,193
93,ptt_min,7.077067209454147,140
70,neutrophils_min,5.180975839946949,106
32,neutrophils_max,3.330550038612999,90
86,magnesium_min,3.3287097563726324,148
18,resprate_mean,2.678030552500199,216
82,creatine_kinase_min,2.308541533854779,102
33,hematocrit_max,2.108783035884791,135
108,neutrophils_mean,1.806220066908044,39
97,po2_mean,1.6619504719664022,83
80,bun_min,1.6493040478435665,124
118,bun_mean,1.607062406909044,129
133,inr_mean,1.487170942087216,41
29,serum_rbc_max,1.483861307403216,135
31,plt_max,1.457160928386583,133
126,sodium_mean,1.4379377347332531,127
124,magnesium_mean,1.418296302523487,130
44,creatine_kinase_max,1.3930939888177971,78
11,resprate_min,1.2721906912224266,126
28,hemoglobin_max,1.2163935335572915,87
62,lactate_min,1.215528431757499,70
12,tempc_min,1.181860564633192,128
34,urine_ph_max,1.0707887629860915,59
72,urine_ph_min,1.0426261320613521,43
88,sodium_min,0.9265210233822058,70
68,serum_wbc_min,0.907586307470228,112
100,lactate_mean,0.9021691888862363,72
99,arterial_ph_mean,0.856599593681856,95
69,plt_min,0.8482362435695561,99
41,glucose_max,0.836269321505133,109
94,pt_min,0.8343361937285187,96
120,creatine_kinase_mean,0.8177093254317408,52
58,fibrinogen_max,0.7879756260823312,49
38,serum_albumin_max,0.7812726828161403,64
107,plt_mean,0.780978510320543,88
114,serum_albumin_mean,0.7394877981990716,68
24,lactate_max,0.7194800385229887,79
117,glucose_mean,0.6835843299995854,94
71,hematocrit_min,0.6798220914131314,75
42,bun_max,0.6748136696770336,62
123,phosphate_mean,0.6559407770330307,87
5,tempc_max,0.6489955247415583,99
19,tempc_mean,0.631224609479067,91
14,heartrate_mean,0.628144099436098,92
23,arterial_ph_max,0.5978171670861353,58
20,spo2_mean,0.5941801133866182,97
134,fibrinogen_mean,0.5881432539231233,40
122,calcium_mean,0.5856310681338004,86
3,meanbp_max,0.578462429587088,89
105,serum_rbc_mean,0.5758236054299776,65
47,phosphate_max,0.5651898416144228,79
84,calcium_min,0.5618952657561865,70
30,serum_wbc_max,0.5377764863297915,89
61,arterial_ph_min,0.5216271321181474,46
132,pt_mean,0.5167900154878362,69
55,ptt_max,0.5134449388274936,75
4,resprate_max,0.5120294063341626,72
125,potassium_mean,0.5057702139942069,66
85,phosphate_min,0.49492430407162963,65
79,glucose_min,0.49408904106434504,80
73,urine_specific_gravity_min,0.4936981444513148,50
46,calcium_max,0.4862929301601413,60
51,chloride_max,0.48035072395084555,65
67,serum_rbc_min,0.4661138136904443,61
127,chloride_mean,0.46477773767169456,66
2,diasbp_max,0.45303790424244583,73
89,chloride_min,0.445538033267171,57
15,sysbp_mean,0.4435216342469225,65
49,potassium_max,0.4423251470289797,65
56,pt_max,0.43521514824271107,67
59,po2_min,0.43402902945937155,64
119,creatinine_mean,0.4332780007005677,60
17,meanbp_mean,0.43292960990743073,67
37,ast_max,0.43235672811150777,41
35,urine_specific_gravity_max,0.429487393313846,43
131,ptt_mean,0.42201323440046257,55
101,be_mean,0.4165180342540521,46
0,heartrate_max,0.41641368849526433,59
98,pco2_mean,0.4144090932438946,68
16,diasbp_mean,0.40188087914248755,62
106,serum_wbc_mean,0.3724935182284997,48
7,heartrate_min,0.3616912374985277,66
22,pco2_max,0.3588712550441155,58
10,meanbp_min,0.357255534797532,54
9,diasbp_min,0.35409243151483766,49
1,sysbp_max,0.34786706526849637,55
103,total_co2_mean,0.34578269914814447,42
75,ast_min,0.3403200384832245,41
43,creatinine_max,0.32649182259799686,44
50,sodium_max,0.3132364902635258,49
110,urine_ph_mean,0.2927919471484379,16
113,ast_mean,0.2793303761550041,28
25,be_max,0.27879421257807624,39
92,ck_mb_min,0.2775275985384016,23
109,hematocrit_mean,0.2749952001763067,41
95,inr_min,0.27453270148480363,32
8,sysbp_min,0.26370304937807937,43
57,inr_max,0.2538968515104902,32
104,hemoglobin_mean,0.25059633079433147,32
111,urine_specific_gravity_mean,0.24089398900717734,30
76,serum_albumin_min,0.23705205768172108,20
13,spo2_min,0.22549057222357102,35
102,sao2_mean,0.21733189697415894,34
77,troponin_t_min,0.20307677848007125,20
60,pco2_min,0.20267848923147722,40
87,potassium_min,0.19495583837575264,31
40,alp_max,0.18662246177932554,31
66,hemoglobin_min,0.18437126733323328,32
48,magnesium_max,0.18016557490590399,35
26,sao2_max,0.17939223798389298,23
64,sao2_min,0.17683581650752675,23
115,troponin_t_mean,0.1725203444391392,19
45,ld_max,0.16440217394090656,20
36,alt_max,0.1555068539052693,19
96,fibrinogen_min,0.15436663933671074,19
39,troponin_t_max,0.15273659565930944,21
83,ld_min,0.15232767921791435,31
116,alp_mean,0.15065293330701512,21
27,total_co2_max,0.14977955898211526,22
63,be_min,0.14288356734383437,16
90,amylase_min,0.14069294054235998,17
74,alt_min,0.14020346702662623,16
81,creatinine_min,0.1368537936593105,25
121,ld_mean,0.13636382751391293,18
78,alp_min,0.1283969486425488,21
65,total_co2_min,0.12084190322469208,16
130,ck_mb_mean,0.11066498159379214,12
112,alt_mean,0.10147138338994498,11
91,lipase_min,0.09870163731611456,23
6,spo2_max,0.08459374753041156,10
52,amylase_max,0.07473329355659401,8
54,ck_mb_max,0.06517396903660208,10
53,lipase_max,0.04997500385318456,10
128,amylase_mean,0.044008753870439545,5
129,lipase_mean,0.0376370348967641,10
